id,countyId,cityId,is_bankOwned,is_forAuction,event,time,price,pricePerSquareFoot,city,yearBuilt,streetAddress,zipcode,longitude,latitude,livingArea,livingAreaValue,lotAreaUnits,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,hasPetsAllowed,homeType,county
31087-2115068444,85592,27200,0,0,Listed for sale,3/20/2019,49374,0,Sparta,0,0 Reynolds Cemetry Rd,31087,-83.10417175,33.20780945,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Hancock County
31087-246131969,85593,27200,0,0,Listed for sale,4/29/2021,529900,0,Sparta,2016,3294 Highway 15,31087,-83.01981354,33.38022614,0,0,Acres,1,2,0,0,0,1,0,0,0,0,0,SINGLE_FAMILY,Hancock County
31087-113517130,85594,27200,0,0,Listed for sale,6/22/2021,659000,219,Sparta,1989,1180 Lakecrest Dr,31087,-83.16860962,33.29026794,3005,3005,Acres,3,4,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Hancock County
31087-235715896,85595,27200,0,0,Listed for sale,6/18/2021,375000,263,Sparta,2006,177 Foxglove Dr,31087,-83.21248627,33.18998337,1425,1425,Acres,3,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Hancock County
31087-235715358,85596,27200,0,0,Price change,7/8/2021,334900,214,Sparta,1998,4282 Big Water East Rd,31087,-83.25917816,33.19512558,1568,1568,Acres,2,3,1568,0,0,0,One and One Half,0,0,0,0,SINGLE_FAMILY,Hancock County
31087-2070319022,85597,27200,0,0,Listed for sale,6/8/2021,80000,0,Sparta,0,7 Lake Sinclair Dr,31087,-83.19051361,33.18462753,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Hancock County
31801-2071250007,86132,0,0,0,Listed for sale,4/30/2021,130000,0,Box Springs,0,0 Columbus Hwy,31801,-84.58045197,32.57687378,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Talbot County
30344-35859539,87625,24505,0,0,Listed for sale,7/12/2021,78000,0,East Point,1955,2264 Dorsey Ave,30344,-84.46327209,33.67931747,0,0,sqft,0,0,0,0,0,0,Two,0,0,0,0,LOT,Fulton County
30344-35861043,87626,24505,0,0,Listed for sale,7/12/2021,189900,0,East Point,1951,2505 Stone Rd,30344,-84.47093964,33.66618729,0,0,sqft,2,3,0,0,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35868113,87627,24505,0,0,Listed for sale,7/12/2021,215000,94,East Point,1963,2755 Dodson Lee Dr,30344,-84.47897339,33.67567825,2280,2280,sqft,3,4,2280,1,0,0,One and One Half,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35861242,87628,24505,0,0,Listed for sale,7/12/2021,230000,183,East Point,1963,2714 Holley Ct,30344,-84.46922302,33.68174362,1260,1260,Acres,2,3,1260,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35838340,87629,24505,0,0,Listed for sale,7/9/2021,340000,189,East Point,2021,2921 Palm Dr,30344,-84.4201889,33.67518234,1796,1796,sqft,2,3,1796,1,0,0,One,0,0,1,0,SINGLE_FAMILY,Fulton County
30344-35852862,87630,24505,0,0,Listed for sale,7/10/2021,290000,171,East Point,1938,1830 W Forrest Ave,30344,-84.44837952,33.68592834,1695,1695,sqft,2,3,1695,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-2076173726,87631,24505,0,0,Price change,7/9/2021,350000,195,Atlanta,2021,1386 Lyle Ave,30344,-84.43450928,33.67677689,1796,1796,sqft,2,3,1796,1,0,0,One,0,0,1,0,SINGLE_FAMILY,Fulton County
30344-35837630,87632,24505,0,0,Listed for sale,7/9/2021,345000,202,East Point,1958,2368 Jefferson Ter,30344,-84.42619324,33.6887207,1708,1708,sqft,2,4,1708,0,0,0,Multi/Split,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35859919,87633,24505,0,0,Listed for sale,7/9/2021,295000,170,East Point,1944,2120 Ben Hill Rd,30344,-84.45841217,33.67327118,1740,1740,Acres,3,3,1740,0,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35859661,87634,24505,0,0,Listed for sale,7/9/2021,240000,192,East Point,1961,2875 Laurel Ln,30344,-84.45919037,33.67717743,1250,1250,Acres,3,3,1250,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35868592,87635,24505,0,0,Listed for sale,7/9/2021,399900,0,East Point,1959,2905 Redwine Rd,30344,-84.48395538,33.65937424,0,0,Acres,3,4,0,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-2069652203,87636,24505,0,0,Listed for sale,7/9/2021,399000,0,Atlanta,1993,2210 Ben Hill Rd,30344,-84.46134949,33.6750946,0,0,Acres,0,0,0,1,0,0,Two,0,0,0,0,MULTI_FAMILY,Fulton County
30344-35851856,87637,24505,0,0,Listed for sale,7/8/2021,183500,0,East Point,1930,1803 Dunlap Ave,30344,-84.44765472,33.66904831,0,0,sqft,1,3,0,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-2069663734,87638,24505,0,0,Listed for sale,7/8/2021,195000,142,Atlanta,2006,1507 Bayrose Cir,30344,-84.44657898,33.70550919,1370,1370,sqft,3,2,1370,0,0,0,Two,0,0,0,0,TOWNHOUSE,Fulton County
30344-35861783,87639,24505,0,0,Listed for sale,7/8/2021,125000,156,East Point,1950,2476 Judson Ave,30344,-84.46930695,33.69206619,800,800,Acres,1,3,800,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35861835,87640,24505,0,0,Listed for sale,7/8/2021,399900,103,East Point,2020,2607 Headland Dr,30344,-84.47356415,33.69145203,3900,3900,Acres,5,5,3900,1,2,1,Two,0,0,1,0,SINGLE_FAMILY,Fulton County
30344-35852416,87641,24505,0,0,Listed for sale,7/8/2021,195000,182,East Point,1920,2979 8th St,30344,-84.45233917,33.67406845,1070,1070,sqft,1,2,1070,1,0,0,One and One Half,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-98013553,87642,24505,0,0,Listing removed,7/12/2021,309000,0,East Point,2008,2674 Batavia St,30344,-84.42577362,33.68225479,0,0,sqft,3,4,0,0,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35849768,87643,24505,0,0,Listed for sale,7/7/2021,290000,107,East Point,1940,2991 Church St,30344,-84.44564819,33.67370605,2723,2723,sqft,3,3,2723,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35860028,87644,24505,0,0,Listed for sale,7/6/2021,130000,0,East Point,1949,3138 Harris Dr,30344,-84.46011353,33.67007828,0,0,sqft,1,3,0,0,0,1,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35861877,87645,24505,0,0,Listed for sale,7/5/2021,190000,158,East Point,1950,2489 Connally Dr,30344,-84.46981049,33.69461823,1202,1202,Acres,1,3,1202,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35868304,87646,24505,0,0,Price change,7/11/2021,269900,185,East Point,1965,3125 Granada Pl,30344,-84.4796524,33.67066956,1458,1458,Acres,2,4,1458,1,0,0,Multi/Split,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35840037,87647,24505,0,0,Listed for sale,7/4/2021,320000,205,East Point,1954,2580 Harris St,30344,-84.4352417,33.68481827,1560,1560,sqft,2,3,1560,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35867279,87648,24505,0,0,Listed for sale,7/10/2021,245000,144,East Point,1955,2705 Ben Hill Rd,30344,-84.47731018,33.68444443,1702,1702,Acres,2,3,1702,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35838259,87649,24505,0,0,Listed for sale,7/1/2021,175000,163,East Point,1940,2781 Palm Dr,30344,-84.4200592,33.67924118,1072,1072,Acres,2,3,1072,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-98004326,87650,24505,0,0,Listed for sale,7/1/2021,415000,250,East Point,2007,1386 Elizabeth Ln,30344,-84.43422699,33.6948967,1659,1659,sqft,3,4,1659,1,0,0,Two,0,1,0,0,SINGLE_FAMILY,Fulton County
30344-35840591,87651,24505,0,0,Listed for sale,6/30/2021,300000,210,East Point,1948,2300 Newnan St,30344,-84.43532562,33.69206619,1430,1430,sqft,2,3,1430,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30344-35839528,87652,24505,0,0,Listing removed,7/10/2021,325000,0,East Point,1965,2726 Bayard St,30344,-84.43173981,33.68087006,0,0,sqft,0,0,0,0,0,0,Two,0,0,0,0,MULTI_FAMILY,Fulton County
30344-2069819285,87653,24505,0,0,Listed for sale,6/30/2021,27900,0,Atlanta,0,0 Graywall St,30344,-84.46392822,33.68348694,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,MULTI_FAMILY,Fulton County
30344-35853078,87654,24505,0,0,Price change,6/29/2021,295000,0,East Point,1948,2473 Hillcrest Dr,30344,-84.45198059,33.68783188,0,0,sqft,0,0,0,1,0,0,One,0,0,0,0,MULTI_FAMILY,Fulton County
30044-2069612542,89243,5573,0,0,Listed for sale,7/10/2021,490000,142,Lawrenceville,2019,1076 Halletts Peak Pl,30044,-84.11395264,33.93258286,3449,3449,sqft,4,4,3449,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30096-80166390,89244,51757,0,0,Listed for sale,6/20/2021,334900,144,Duluth,2004,3192 Briaroak Dr,30096,-84.11372375,33.95527267,2324,2324,sqft,3,4,2324,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30044-14772163,89245,5573,0,0,Listed for sale,7/9/2021,265000,152,Lawrenceville,1984,3817 Willow Wood Way,30044,-84.126091,33.9335556,1744,1744,Acres,2,3,1744,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30097-90171372,89246,51757,0,0,Listed for sale,7/8/2021,585000,129,Duluth,2009,2402 Cannon Farm Trce,30097,-84.1039505,33.98233414,4552,4552,Acres,5,6,4552,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30096-2069673472,89247,51757,0,0,Listed for sale,7/8/2021,179000,110,Duluth,1995,4024 Stillwater Dr,30096,-84.13988495,33.94200134,1620,1620,sqft,2,3,1620,1,0,0,One,0,0,0,0,CONDO,Gwinnett County
30096-2069705481,89248,51757,0,0,Listed for sale,7/7/2021,389900,118,Duluth,1973,4781 Green St,30096,-84.17214203,33.9430809,3300,3300,Acres,4,5,3300,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30044-2070906569,89249,5573,0,0,Listed for sale,6/25/2021,519900,193,Lawrenceville,2017,3481 Tioga Lake Cv,30044,-84.11031342,33.93195724,2697,2697,sqft,4,5,2697,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,Gwinnett County
30097-14822051,89250,51757,0,0,Listed for sale,6/17/2021,1385000,175,Duluth,1997,2741 Chieftain Run,30097,-84.11094666,33.98782349,7898,7898,Acres,8,7,7898,1,3,1,Three Or More,0,1,0,0,SINGLE_FAMILY,Gwinnett County
30096-14785911,89251,51757,0,0,Price change,7/2/2021,368000,157,Duluth,1991,4029 Admirals Ct,30096,-84.16181183,33.9694519,2342,2342,sqft,3,3,2342,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30044-2070262261,89252,5573,0,0,Listed for sale,6/10/2021,679000,166,Lawrenceville,2018,3601 Tioga Lake Cv,30044,-84.11270142,33.93319321,4086,4086,Acres,4,4,4086,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30097-55042208,89253,51757,0,0,Listed for sale,6/6/2021,1799000,212,Duluth,2000,2673 Thurleston Ln,30097,-84.11496735,33.98644257,8487,8487,Acres,8,6,8487,1,3,1,Three Or More,1,1,0,0,SINGLE_FAMILY,Gwinnett County
30165-76428514,89738,13576,0,0,Listed for sale,7/13/2021,149000,89,Rome,1977,106 Old Airport Rd NW,30165,-85.22079468,34.27473068,1672,1672,Acres,2,2,1672,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-76427354,89739,13576,0,0,Listed for sale,7/12/2021,160000,95,Rome,1963,3 Westwood Cir SW,30165,-85.2228241,34.2648735,1688,1688,Acres,1,3,1688,1,2,1,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-76435500,89740,13576,0,0,Listed for sale,7/12/2021,529900,0,Rome,1972,363 Mount Alto Rd SW,30165,-85.2091217,34.24444962,0,0,Acres,4,4,0,1,0,1,One,1,0,0,0,SINGLE_FAMILY,Floyd County
30165-76424893,89741,13576,0,0,Listed for sale,7/9/2021,199777,126,Rome,2004,23 Honeytree Trl NE,30165,-85.16685486,34.31826782,1589,1589,Acres,2,3,1589,0,0,1,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-76424873,89742,13576,0,0,Listed for sale,7/8/2021,285000,0,Rome,2003,5 Treehouse Trl NE,30165,-85.16679382,34.31755447,0,0,sqft,3,5,0,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-2069653573,89743,13576,0,0,Listing removed,7/10/2021,1000000,0,Rome,1930,223263 Addington Dr,30165,-85.21871185,34.29168701,0,0,Acres,0,0,0,1,0,0,One and One Half,0,0,0,0,MULTI_FAMILY,Floyd County
30165-76424346,89744,13576,0,0,Listed for sale,7/8/2021,237900,166,Rome,1997,2 Buck Trl NE,30165,-85.13425446,34.36619568,1434,1434,Acres,2,3,1434,1,2,1,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-114268036,89745,13576,0,0,Listed for sale,7/7/2021,225900,163,Rome,1957,2628 Garden Lakes Blvd NW,30165,-85.235672,34.28598404,1386,1386,Acres,2,3,1386,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-114267386,89746,13576,0,0,Listed for sale,7/8/2021,465000,173,Rome,2003,17 Norman Ln NW,30165,-85.18655396,34.33539963,2694,2694,Acres,3,5,2694,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,Floyd County
30165-76431418,89747,13576,0,0,Listed for sale,6/25/2021,329900,0,Rome,1969,8 Beaver Run SW,30165,-85.23499298,34.26869965,0,0,Acres,3,4,0,1,2,1,Three Or More,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-2079238153,89748,13576,0,0,Listed for sale,6/6/2020,29000,0,Rome,0,0 Walter St,30165,-85.20153046,34.26992416,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Floyd County
30165-2069715215,89749,13576,0,0,Listed for sale,7/7/2021,350000,160,Rome,1997,42 W Brook Dr SW,30165,-85.24015808,34.25734329,2183,2183,Acres,2,3,2183,1,2,1,One,0,1,0,0,SINGLE_FAMILY,Floyd County
30165-91049440,89750,13576,0,0,Listed for sale,7/7/2021,350000,0,Rome,2003,872 Friday Rd NW,30165,-85.36817932,34.29080582,0,0,Acres,2,2,0,0,0,0,Two,1,0,0,0,SINGLE_FAMILY,Floyd County
30165-2105252408,89751,13576,0,0,Listed for sale,7/6/2021,275000,0,Rome,0,0 Fouche Gap Rd,30165,-85.31645966,34.31251907,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Floyd County
30165-76425606,89752,13576,0,0,Listed for sale,7/6/2021,134900,0,Rome,1964,6 Lindsey Dr NW,30165,-85.22589874,34.29204559,0,0,sqft,1,3,0,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-2072715934,89753,13576,0,0,Price change,5/8/2021,162900,109,Rome,2021,The Peachtree Plan,30165,-85.23477936,34.27866364,1501,1501,sqft,2,3,0,1,0,0,0,0,0,1,0,MULTI_FAMILY,Floyd County
30165-2069777007,89754,13576,0,0,Listed for sale,7/2/2021,385000,0,Rome,2005,37 Westbrook Dr SW,30165,-85.23957062,34.25975418,0,0,sqft,3,4,0,1,3,1,One and One Half,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-76426421,89755,13576,0,0,Listed for sale,7/12/2021,124900,0,Rome,1958,4 Wakefield Pl NW,30165,-85.2454071,34.29011154,0,0,sqft,1,3,0,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-91049094,89756,13576,0,0,Listed for sale,7/2/2021,140000,117,Rome,1970,29 Jones Bend Rd NE,30165,-85.16616821,34.31209564,1200,1200,Acres,2,3,1200,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-76431131,89757,13576,0,0,Listed for sale,7/1/2021,349000,0,Rome,1950,1 Rockridge Rd SW,30165,-85.19423676,34.26169586,0,0,Acres,2,3,0,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-217317593,89758,13576,0,0,Price change,7/8/2021,169900,106,Rome,1992,3 Atwood Dr NW,30165,-85.31040192,34.26511765,1600,1600,Acres,2,3,1600,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-76435734,89759,13576,0,0,Listed for sale,6/30/2021,410000,0,Rome,1986,2990 Horseleg Creek Rd SW,30165,-85.2591629,34.20784378,0,0,Acres,4,3,0,1,2,1,Two,1,0,0,0,SINGLE_FAMILY,Floyd County
30165-76437237,89760,13576,0,0,Listed for sale,7/2/2021,289900,107,Rome,1982,1 Huntington Rd SW,30165,-85.21721649,34.22758484,2698,2698,Acres,3,4,2698,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-76424034,89761,13576,0,0,Price change,7/6/2021,214900,144,Rome,1976,1170 Old Dalton Rd,30165,-85.15924072,34.33334351,1494,1494,Acres,2,3,1494,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Floyd County
30165-2082482107,89762,13576,0,0,Listing removed,7/10/2021,29900,0,Rome,0,0 N Avery Rd NW,30165,-85.29859161,34.28008652,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Floyd County
30165-2070765338,89763,13576,0,0,Listed for sale,7/10/2021,46000,0,Rome,0,0 Mount Alto St,30165,-85.20274353,34.25870895,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Floyd County
30165-217327776,89764,13576,0,0,Listing removed,7/10/2021,55000,0,Rome,0,121 Snead Ave NW,30165,-85.19918823,34.34700012,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Floyd County
30165-2069985063,89765,13576,0,0,Listing removed,7/10/2021,19500,0,Rome,0,0 Huffaker Rd NW,30165,-85.24488068,34.28127289,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Floyd County
30165-2078362430,89766,13576,0,0,Listing removed,7/10/2021,8000,0,Rome,0,0 Wilson Rd,30165,-85.21624756,34.26119614,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Floyd County
30165-2077553126,89767,13576,0,0,Listing removed,7/10/2021,25000,0,Rome,0,0 Hidden Ridge Dr,30165,-85.27146149,34.31071854,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Floyd County
30331-71759765,89865,37211,0,0,Listed for sale,7/12/2021,307500,134,Atlanta,2005,3671 Ramsey Cir,30331,-84.51191711,33.66273499,2290,2290,sqft,3,5,2290,1,1,1,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-35885429,89866,37211,0,0,Listed for sale,7/12/2021,195000,134,Atlanta,1962,2167 Alan Dr SW,30331,-84.54519653,33.69602203,1450,1450,Acres,2,3,1450,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-171497282,89867,37211,0,0,Listed for sale,7/12/2021,280000,0,Atlanta,2015,361 Sand Bay Dr SW,30331,-84.56951904,33.71780777,0,0,sqft,4,3,0,1,0,1,Three Or More,0,0,0,0,TOWNHOUSE,Fulton County
30331-2069962340,89868,37211,0,0,Listed for sale,6/24/2021,0,0,Atlanta,2021,Coming Soon Plan,30331,-84.5500412,33.66526413,0,0,sqft,0,0,0,0,0,0,0,0,0,1,0,SINGLE_FAMILY,Fulton County
30331-2070483966,89869,37211,0,0,Listed for sale,6/1/2021,0,0,Atlanta,2021,Coming Soon Plan,30331,-84.61899567,33.69156265,0,0,sqft,0,0,0,0,0,0,0,0,0,1,0,SINGLE_FAMILY,Fulton County
30331-35847873,89870,37211,0,0,Listed for sale,7/11/2021,195000,223,Atlanta,1950,437 Fairlock Ln NW,30331,-84.50761414,33.7671814,875,875,sqft,1,3,875,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-35873508,89871,37211,0,0,Listed for sale,7/10/2021,240000,0,Atlanta,1964,1918 Valley Ridge Dr SW,30331,-84.50202942,33.70325089,0,0,sqft,2,4,0,0,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-69371213,89872,37211,0,0,Listed for sale,7/10/2021,249900,138,Atlanta,2004,4200 Suttles Dr SW,30331,-84.50722504,33.71652985,1808,1808,sqft,3,3,1808,1,0,1,Two,0,0,0,0,TOWNHOUSE,Fulton County
30331-2069624134,89873,37211,0,0,Listed for sale,7/10/2021,254900,0,Atlanta,2005,3254 Wellington Walk SW #11,30331,-84.51470184,33.66129684,0,0,sqft,3,4,0,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-71755514,89874,37211,0,0,Listed for sale,7/9/2021,425000,133,Atlanta,2005,3550 Hamlin Sq SW,30331,-84.55606842,33.66217041,3201,3201,Acres,5,6,3201,1,2,1,Two,1,0,0,0,SINGLE_FAMILY,Fulton County
30331-82613073,89875,37211,0,0,Listed for sale,7/9/2021,375000,124,Atlanta,2006,3105 Dawson Ln SW,30331,-84.51091766,33.66901779,3031,3031,sqft,4,5,3031,0,0,1,Two,1,0,0,0,SINGLE_FAMILY,Fulton County
30331-65463239,89876,37211,0,0,Listed for sale,7/9/2021,593900,147,Atlanta,2003,2551 Essex Ln SW,30331,-84.55977631,33.68772888,4032,4032,Acres,6,6,4032,1,3,1,Three Or More,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-35872572,89877,37211,0,0,Listed for sale,7/8/2021,200000,105,Atlanta,1962,160 Oakcliff Ct NW,30331,-84.49977112,33.76013565,1907,1907,sqft,2,5,1907,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-82619823,89878,37211,0,0,Listed for sale,7/8/2021,875000,107,Atlanta,2005,4012 Moheb St SW,30331,-84.52637482,33.70404053,8200,8200,Acres,6,6,8200,1,3,1,Three Or More,0,1,0,0,SINGLE_FAMILY,Fulton County
30331-71757663,89879,37211,0,0,Listed for sale,7/8/2021,210000,140,Atlanta,2006,3643 Utoy Dr SW,30331,-84.50786591,33.73851013,1496,1496,sqft,4,4,1496,1,1,1,Three Or More,0,0,0,0,TOWNHOUSE,Fulton County
30331-2069672243,89880,37211,0,0,Listed for sale,7/8/2021,85000,0,Atlanta,0,3848 King Henry Rd SW,30331,-84.51461029,33.70172882,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Fulton County
30331-82623202,89881,37211,0,0,Listed for sale,7/8/2021,320000,106,Atlanta,2006,6266 Shell Dr SW,30331,-84.59318542,33.68551636,3024,3024,sqft,3,4,3024,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-35885745,89882,37211,0,0,Listed for sale,7/8/2021,195000,144,Atlanta,1968,4581 Fernbank Dr SW,30331,-84.53773499,33.68495941,1350,1350,Acres,2,3,1350,1,1,1,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-82620127,89883,37211,0,0,Listed for sale,7/8/2021,180000,122,Atlanta,2006,2818 Deerwood Ln SW,30331,-84.51669312,33.66967773,1470,1470,sqft,3,3,1470,1,0,0,Two,0,0,0,0,TOWNHOUSE,Fulton County
30331-65448801,89884,37211,0,0,Listed for sale,7/8/2021,230000,204,Atlanta,1964,3803 Bakers Ferry Rd SW,30331,-84.51463318,33.75999832,1129,1129,Acres,2,3,1129,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-2077169022,89885,37211,0,0,Price change,6/30/2021,407900,126,Atlanta,2021,The Isabella II Plan,30331,-84.56932831,33.68945694,3229,3229,sqft,3,4,0,1,0,0,0,0,0,1,0,SINGLE_FAMILY,Fulton County
30331-171498720,89886,37211,0,0,Listed for sale,7/6/2021,450000,107,Atlanta,2015,2761 Bluestone Dr SW,30331,-84.58891296,33.67996597,4207,4207,sqft,4,4,4207,0,0,1,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-2078433999,89887,37211,0,0,Listed for sale,7/6/2021,55000,0,Atlanta,0,0 Carlo Woods Dr SW,30331,-84.55278015,33.73767471,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Fulton County
30331-65450435,89888,37211,0,0,Listed for sale,7/2/2021,320000,0,Atlanta,1990,690 Timbergrove Dr SW,30331,-84.53620148,33.73693848,0,0,sqft,3,3,0,1,2,1,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-35875205,89889,37211,0,0,Listed for sale,7/2/2021,166500,0,Atlanta,1945,4056 Fairburn Ave SW,30331,-84.52240753,33.69174957,0,0,sqft,3,5,0,0,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-65449811,89890,37211,0,0,Listed for sale,7/1/2021,216069,243,Atlanta,1957,2180 Niskey Lake Rd SW,30331,-84.52746582,33.69485474,888,888,Acres,3,5,888,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
30331-35877545,89891,37211,0,0,Listed for sale,7/1/2021,125000,132,Atlanta,1935,4340 Carroll Ave SW,30331,-84.53040314,33.69203186,944,944,Acres,2,4,944,0,0,0,Two,0,0,0,0,SINGLE_FAMILY,Fulton County
31707-76398269,90568,16701,0,0,Listed for sale,7/13/2021,112500,101,Albany,2004,2710 McLain Ln,31707,-84.19740295,31.61792755,1110,1110,sqft,2,2,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Dougherty County
31707-76405676,90569,16701,0,0,Listed for sale,7/9/2021,181000,73,Albany,1968,1815 Marbury Ln,31707,-84.19673157,31.59454346,2495,2495,Acres,3,4,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Dougherty County
31707-76415812,90570,16701,0,0,Price change,7/12/2021,65000,48,Albany,1958,2012 Pearl Ave,31707,-84.19303894,31.61064148,1349,1349,Acres,2,3,1349,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Dougherty County
31707-76396823,90571,16701,0,0,Listed for sale,7/9/2021,139900,80,Albany,1968,521 Summit Dr,31707,-84.20688629,31.58781433,1758,1758,Acres,2,3,1758,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Dougherty County
31707-76409587,90572,16701,0,0,Listed for sale,7/8/2021,84000,59,Albany,1951,1512 5th Ave,31707,-84.18585205,31.59279251,1415,1415,Acres,2,3,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Dougherty County
31707-76413821,90573,16701,0,0,Listed for sale,7/7/2021,275000,96,Albany,1975,2522 Pheasant Dr,31707,-84.21655273,31.5941658,2874,2874,Acres,3,4,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Dougherty County
31707-76393615,90574,16701,0,0,Listed for sale,7/6/2021,110000,76,Albany,1961,2204 Pembroke Dr,31707,-84.19895935,31.60450554,1455,1455,sqft,2,3,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Dougherty County
31707-76392540,90575,16701,0,0,Listed for sale,7/6/2021,155000,91,Albany,1961,2007 Murray Hill Ln,31707,-84.19715881,31.60460281,1708,1708,Acres,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Dougherty County
31707-76417213,90576,16701,0,0,Listed for sale,7/4/2021,135000,91,Albany,1968,2306 Forest Glen Dr,31707,-84.19480133,31.6094017,1479,1479,Acres,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Dougherty County
