id,countyId,cityId,is_bankOwned,is_forAuction,event,time,price,pricePerSquareFoot,city,yearBuilt,streetAddress,zipcode,longitude,latitude,livingArea,livingAreaValue,lotAreaUnits,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,hasPetsAllowed,homeType,county
31503-110785431,17,55064,0,0,Listed for sale,7/12/2021,169900,74,Waycross,1985,103 Hog Creek Rd,31503,-82.23247528,31.20070267,2302,2302,Acres,3,4,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Brantley County
31503-76611082,18,55064,0,0,Listed for sale,7/12/2021,159000,56,Waycross,1910,605 Ware St,31503,-82.36510468,31.21383476,2864,2864,sqft,2,4,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-93126153,19,55064,0,0,Listed for sale,7/10/2021,45000,62,Waycross,1945,1961 Mount Pleasant Rd,31503,-82.32711792,31.21083832,728,728,Acres,1,1,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-110785598,20,55064,0,0,Listed for sale,7/9/2021,165000,102,Waycross,1971,39 Joyce Rd,31503,-82.23130035,31.1698513,1620,1620,Acres,2,2,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Brantley County
31503-2101070583,21,55064,0,0,Listed for sale,7/6/2021,128593,0,Waycross,0,0 Swamp Rd,31503,-82.40552521,31.04598427,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Ware County
31503-227421330,22,55064,0,0,Listed for sale,7/5/2021,173500,115,Waycross,1980,3475 Lark Rdg,31503,-82.30085754,31.21701431,1512,1512,Acres,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-110784307,23,55064,0,0,Listed for sale,7/5/2021,349900,152,Waycross,1999,178 Wynton Cir,31503,-82.28270721,31.21199226,2309,2309,Acres,2,3,0,1,0,0,0,1,0,0,0,SINGLE_FAMILY,Brantley County
31503-76611183,24,55064,0,0,Listed for sale,7/5/2021,99500,72,Waycross,1960,1807 Gibbs St,31503,-82.36397552,31.19115257,1383,1383,Acres,1,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-93126463,25,55064,0,0,Listed for sale,7/4/2021,129500,69,Waycross,1940,1200 N Augusta Ave,31503,-82.3844223,31.23105049,1874,1874,Acres,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-93124512,26,55064,0,0,Listed for sale,7/2/2021,159995,87,Waycross,1922,1801 Creswell St,31503,-82.36191559,31.19118118,1838,1838,Acres,3,3,0,0,0,0,0,1,0,0,0,SINGLE_FAMILY,Ware County
31503-93133495,27,55064,0,0,Listed for sale,6/29/2021,59900,46,Waycross,1967,1303 Carswell Ave,31503,-82.37071991,31.21306419,1300,1300,sqft,1,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-76613202,28,55064,0,0,Listed for sale,6/28/2021,199500,104,Waycross,2000,1906 Hall St,31503,-82.36638641,31.18942833,1914,1914,Acres,2,3,0,0,0,0,0,1,0,0,0,SINGLE_FAMILY,Ware County
31503-111813246,29,55064,0,0,Listed for sale,6/25/2021,52900,56,Waycross,1964,509 Clinton St,31503,-82.37063599,31.21279526,952,952,sqft,1,2,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-2071132145,30,55064,0,0,Listed for sale,5/7/2021,159800,0,Waycross,0,0 Scapa Rd,31503,-82.42732239,31.24037361,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Ware County
31503-111788457,31,55064,0,0,Listed for sale,6/3/2021,490000,0,Waycross,1965,3000 Gibbs St,31503,-82.36742401,31.17031479,0,0,sqft,3,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-111813195,32,55064,0,0,Price change,7/8/2021,54999,23,Waycross,1997,3601 Pebble Hill Rd,31503,-82.43564606,31.29154015,2432,2432,Acres,0,3,0,0,0,0,0,0,0,0,0,LOT,Ware County
31503-2082742498,33,55064,0,0,Price change,7/8/2021,269999,0,Waycross,0,0 S Clough Bay Rd,31503,-82.460495,31.2063446,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Ware County
31503-93126852,34,55064,0,0,Price change,7/5/2021,259900,95,Waycross,1979,4395 Whitehall Church Rd,31503,-82.28591919,31.19734955,2729,2729,Acres,3,3,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-111814266,35,55064,0,0,Listed for sale,6/23/2021,175000,88,Waycross,1985,3461 Lark Rdg,31503,-82.30155945,31.21701622,1980,1980,Acres,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Ware County
31503-111815152,36,55064,0,0,Listed for sale,6/23/2021,798000,110,Waycross,2003,3436 Driggers Rd,31503,-82.30395508,31.20638657,7282,7282,Acres,8,7,0,1,3,0,0,1,1,0,0,SINGLE_FAMILY,Ware County
31503-2070023787,37,55064,0,0,Listed for sale,6/21/2021,144000,0,Waycross,0,0 Griffin Rd,31503,-82.4365387,31.15389061,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Ware County
31503-2077834937,38,55064,0,0,Listed for sale,6/20/2021,264500,0,Waycross,0,0 Oe McDonald Rd,31503,-82.46932983,31.18241692,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Ware County
31503-2070061273,39,55064,0,0,Listed for sale,6/20/2021,166000,0,Waycross,0,0 Buck Griffin Rd,31503,-82.45711517,31.14128876,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Ware County
31503-2070061902,40,55064,0,0,Listed for sale,6/20/2021,97500,0,Waycross,0,0 Ammons Rd,31503,-82.48648834,31.15022659,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Ware County
31503-2070072108,41,55064,0,0,Listed for sale,6/28/2021,30000,0,Waycross,0,0 Glenmore Rd,31503,-82.52774811,31.12068558,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Ware County
30055-70016176,1861,39602,0,0,Listed for sale,7/10/2021,350000,273,Mansfield,1974,245 Pace St,30055,-83.82614136,33.40819168,1282,1282,Acres,2,2,1282,1,0,1,One and One Half,0,0,0,0,SINGLE_FAMILY,Jasper County
30055-2069706114,1862,39602,0,0,Listed for sale,7/7/2021,1341895,0,Mansfield,0,780 Gaithers Rd,30055,-83.7724762,33.49976349,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Newton County
30055-2069706113,1863,39602,0,0,Listing removed,7/10/2021,45000,0,Mansfield,0,0 Gaithers Rd,30055,-83.74897003,33.51334763,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Newton County
30055-243561168,1864,39602,0,0,Listed for sale,7/7/2021,758850,0,Mansfield,0,830 Gaithers Rd,30055,-83.77209473,33.49591064,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Newton County
30055-2069820712,1865,39602,0,0,Listing removed,7/10/2021,9980,0,Mansfield,0,0 Bob Cat Trl #2,30055,-83.81880951,33.42090988,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Jasper County
30055-2069926398,1866,39602,0,0,Listed for sale,6/28/2021,220000,157,Mansfield,2021,909 Stag Run Dr #72,30055,-83.81406403,33.4336853,1400,1400,Acres,2,3,1400,1,0,1,One,0,0,1,0,SINGLE_FAMILY,Jasper County
30055-2070800649,1867,39602,0,0,Listing removed,7/10/2021,125000,0,Mansfield,0,0 Doe Ln #48-49-50,30055,-83.81787872,33.4248085,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Jasper County
30055-2117263094,1868,39602,0,0,Listing removed,7/10/2021,390350,0,Mansfield,0,0 Woodlawn Rd,30055,-83.73968506,33.52336121,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Newton County
30055-230962783,1869,39602,0,0,Price change,6/24/2021,312500,144,Mansfield,2008,250 Rainbow Dr,30055,-83.82649994,33.4249649,2173,2173,Acres,3,3,2173,0,0,1,One and One Half,0,0,0,0,SINGLE_FAMILY,Jasper County
30055-112803767,1870,39602,0,0,Listed for sale,6/17/2021,775000,0,Mansfield,1971,3535 County Line Rd,30055,-83.79694366,33.43168259,0,0,Acres,3,3,0,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Jasper County
30055-2070268292,1871,39602,0,0,Listed for sale,6/10/2021,364900,135,Mansfield,2020,114 Loyd Rd,30055,-83.73121643,33.51128387,2713,2713,Acres,3,4,2713,0,0,1,Two,0,0,1,0,SINGLE_FAMILY,Newton County
30055-2070268280,1872,39602,0,0,Listed for sale,6/10/2021,349900,147,Mansfield,2021,122 Loyd Rd,30055,-83.7309494,33.51107788,2377,2377,Acres,3,4,2377,0,0,1,One and One Half,0,0,1,0,SINGLE_FAMILY,Newton County
30055-2089627888,1873,39602,0,0,Listed for sale,5/4/2021,24900,0,Mansfield,0,642 Alcovy North Dr,30055,-83.82401276,33.41610336,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Jasper County
30055-105345503,1874,39602,0,0,Price change,7/6/2021,440000,199,Mansfield,2005,1310 Estes Rd,30055,-83.65435028,33.58347702,2212,2212,Acres,2,3,2212,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Morgan County
30055-2072073381,1875,39602,0,0,Listed for sale,4/2/2021,1300000,180,Mansfield,2001,3000 Highway 229,30055,-83.68920898,33.54794312,7208,7208,Acres,7,4,7208,1,0,1,Three Or More,1,1,0,0,SINGLE_FAMILY,Newton County
30055-70020518,1876,39602,0,0,Price change,12/31/2020,477000,272,Mansfield,1950,2199 Jackson Lake Rd,30055,-83.79078674,33.40166855,1755,1755,Acres,2,3,1755,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Jasper County
30055-2072181948,1877,39602,0,0,Listed for sale,3/29/2021,700000,0,Mansfield,0,0 Long Piney Rd,30055,-83.79966736,33.39718246,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Jasper County
30055-2072291712,1878,39602,0,0,Listed for sale,6/4/2021,296000,205,Mansfield,1960,421 Alcovy Rd #8/9,30055,-83.82525635,33.41340637,1443,1443,sqft,2,3,1443,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Jasper County
30055-112801212,1879,39602,0,0,Listed for sale,3/12/2021,750000,0,Mansfield,0,28 Wisteria Ln,30055,-83.81156158,33.40068817,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Jasper County
30055-70020139,1880,39602,0,0,Listed for sale,4/15/2021,369900,151,Mansfield,2002,795 Bear Creek Point,30055,-83.82189941,33.4332695,2448,2448,Acres,3,3,2448,1,2,1,One and One Half,0,0,0,0,SINGLE_FAMILY,Jasper County
30055-117763785,1881,39602,0,0,Listed for sale,2/25/2021,1200000,139,Mansfield,2007,1020 Estes Rd,30055,-83.66210938,33.58328247,8618,8618,Acres,6,5,8618,1,0,1,Two,1,1,0,0,SINGLE_FAMILY,Morgan County
30055-243561175,1882,39602,0,0,Price change,5/10/2021,550000,194,Mansfield,1978,90 Old Post Rd,30055,-83.76670074,33.45932388,2842,2842,Acres,4,4,2842,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Newton County
30055-69873349,1883,39602,0,0,Price change,11/3/2020,1179900,108,Mansfield,2016,3590 Highway 229,30055,-83.6939621,33.53816605,10970,10970,Acres,5,4,10970,1,3,1,Three Or More,0,0,0,0,SINGLE_FAMILY,Newton County
30553-93101355,1885,18964,0,0,Listed for sale,7/11/2021,113300,0,Lavonia,0,595 Price Chapel Rd,30553,-83.03713989,34.42413712,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Hart County
30553-76444997,1887,18964,0,0,Listed for sale,7/8/2021,379900,159,Lavonia,2003,86 Stonebrook Pl,30553,-83.09806824,34.44451904,2396,2396,Acres,2,3,2396,1,2,1,One,0,0,0,0,SINGLE_FAMILY,Franklin County
30553-230957169,1888,18964,0,0,Listed for sale,7/9/2021,325000,305,Lavonia,1980,363 Chateau Dr,30553,-83.0981369,34.49860764,1065,1065,sqft,2,2,1065,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Franklin County
30553-76445760,1889,18964,0,0,Listed for sale,7/8/2021,109000,123,Lavonia,1983,81 Stone Bridge Cove Way,30553,-83.08946991,34.50265121,884,884,Acres,1,3,0,0,0,1,Two,0,0,0,0,SINGLE_FAMILY,Franklin County
30553-2093496068,1890,18964,0,0,Listed for sale,7/8/2021,299999,142,Lavonia,2005,135 Stonebrook Pl,30553,-83.09952545,34.44398117,2113,2113,sqft,3,3,2113,1,0,1,One,0,1,0,0,SINGLE_FAMILY,Franklin County
30553-230959203,1891,18964,0,0,Listed for sale,7/7/2021,250000,155,Lavonia,2007,42 Hickory Pl,30553,-83.09214783,34.50189972,1608,1608,Acres,2,3,1608,1,1,1,One,0,0,0,0,SINGLE_FAMILY,Franklin County
30553-2069735790,1892,18964,0,0,Listed for sale,7/6/2021,174500,113,Lavonia,1953,240 Myrtle St TRACT 1,30553,-83.09893036,34.42367935,1547,1547,Acres,2,3,1547,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Franklin County
30553-2069620442,1893,18964,0,0,Listed for sale,7/10/2021,330000,0,Lavonia,1906,12605B Augusta Rd,30553,-83.1076889,34.43227768,0,0,sqft,3,5,0,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Franklin County
30553-2069779852,1894,18964,0,0,Listing removed,7/10/2021,35000,0,Lavonia,0,79 Lake Place Dr,30553,-83.09915924,34.5110321,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-2070193069,1895,18964,0,0,Price change,6/15/2021,587000,222,Lavonia,1972,215 Rue Cezzan,30553,-83.08337402,34.50662613,2648,2648,Acres,2,3,2648,1,0,1,One and One Half,0,1,0,0,SINGLE_FAMILY,Franklin County
30553-2069811034,1896,18964,0,0,Listed for sale,6/30/2021,35000,0,Lavonia,0,79-79 Lake Place Dr,30553,-83.09281921,34.5127449,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-95191372,1897,18964,0,0,Listed for sale,6/29/2021,280000,115,Lavonia,2008,301 Ansley Dr,30553,-83.07307434,34.46007919,2436,2436,sqft,3,3,2436,1,0,1,Multi/Split,0,0,0,0,SINGLE_FAMILY,Franklin County
30553-2093835679,1898,18964,0,0,Listed for sale,7/10/2021,1828800,0,Lavonia,0,0 Highway 17,30553,-83.1244812,34.44813919,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-2070458449,1899,53180,0,0,Listing removed,7/10/2021,53000,0,Lavonia,0,0 Corbet Chappelear Rd,30553,-83.16674805,34.44782257,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-76445724,1900,18964,0,0,Listing removed,7/10/2021,26000,0,Lavonia,0,190 Bradford Pl,30553,-83.08303833,34.45675659,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-2113289911,1901,18964,0,0,Sold,12/17/2018,10,0,Lavonia,0,0 Rue Chalet,30553,-83.09910583,34.48968506,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-2078987744,1902,18964,0,0,Listed for sale,6/24/2020,1851250,0,Lavonia,0,0 West Ave,30553,-83.10597229,34.43672943,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-2079097816,1903,18964,0,0,Listing removed,7/10/2021,5250,0,Lavonia,0,0 Saint Michael Dr,30553,-83.10781097,34.50237274,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-2080746750,1904,18964,0,0,Listing removed,7/10/2021,9300,0,Lavonia,0,0 Stillwater Cv #123,30553,-83.10477448,34.49518585,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-2076565638,1905,18964,0,0,Listed for sale,1/13/2021,225000,0,Lavonia,0,0 Knox Bridge Rd #59,30553,-83.02425385,34.47878647,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Hart County
30553-2076563327,1906,18964,0,0,Listing removed,7/10/2021,15000,0,Lavonia,0,0 Bow Ln,30553,-83.04960632,34.48327637,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Hart County
30553-2099455803,1907,18964,0,0,Listing removed,7/10/2021,4000,0,Lavonia,0,0 Lewis Dr,30553,-83.10913086,34.50276947,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30553-2075243873,1908,18964,0,0,Listing removed,7/10/2021,65000,0,Lavonia,0,0 Seraph Poin #1,30553,-82.98223877,34.46163559,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Hart County
30553-2092013438,1909,18964,0,0,Listing removed,7/10/2021,59900,0,Lavonia,0,0 Poplar Springs Rd #4-7E,30553,-83.10192108,34.50804138,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Franklin County
30360-14578451,2408,17797,0,0,Listed for sale,7/12/2021,299900,171,Atlanta,1960,4079 Clay Dr,30360,-84.28226471,33.91296768,1758,1758,Acres,2,3,1758,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-2070343790,2409,17797,0,0,Listed for sale,7/10/2021,350000,184,Atlanta,2001,2618 Avery Park Cir #24,30360,-84.283638,33.91661835,1906,1906,sqft,3,3,1906,1,1,1,Two,0,0,0,0,TOWNHOUSE,Dekalb County
30360-14794162,2410,42728,0,0,Listed for sale,7/8/2021,425000,193,Doraville,1968,3024 Sumac Dr,30360,-84.26361847,33.95121765,2197,2197,Acres,2,3,2197,1,2,1,One,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30360-14420643,2411,49352,0,0,Price change,7/3/2021,475000,180,Dunwoody,1959,4950 Glaze Dr,30360,-84.27360535,33.9432373,2632,2632,Acres,3,5,2632,1,0,0,Two,1,0,0,0,SINGLE_FAMILY,Dekalb County
30360-2075111836,2412,0,0,0,Listed for sale,7/1/2021,99000,0,Atlanta,0,6411 Peachtree Industrial Blvd,30360,-84.28007507,33.92376328,0,0,sqft,0,0,0,0,0,0,One,0,0,0,0,LOT,Dekalb County
30360-14581618,2413,49352,0,0,Listed for sale,6/30/2021,574900,150,Dunwoody,1991,2508 Briers North Dr,30360,-84.284935,33.93252563,3822,3822,sqft,4,4,3822,1,2,1,Three Or More,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-2076726081,2414,17797,0,0,Price change,5/4/2021,536068,234,Atlanta,2021,2525 Great Silver Fir Aly #124,30360,-84.28766632,33.91665268,2295,2295,sqft,4,4,2295,1,0,1,Three Or More,0,0,1,0,TOWNHOUSE,Dekalb County
30360-14787966,2415,42728,0,0,Listed for sale,6/23/2021,250000,215,Dunwoody,1955,3106 Spring Dr,30360,-84.26504517,33.93246841,1165,1165,sqft,1,3,1165,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30360-302805277,2416,17797,0,0,Listed for sale,6/22/2021,799900,242,Doraville,2017,4215 N Carver Dr,30360,-84.2883606,33.91780853,3304,3304,Acres,5,5,3304,1,2,1,Two,0,0,1,0,SINGLE_FAMILY,Dekalb County
30360-2070000094,2417,17797,0,0,Listed for sale,6/22/2021,799990,0,Atlanta,2021,4215 N Carver Dr #1,30360,-84.28835297,33.9178009,0,0,sqft,5,5,0,1,0,1,Two,0,0,1,0,SINGLE_FAMILY,Dekalb County
30360-37774443,2418,49352,0,0,Price change,7/8/2021,484000,182,Dunwoody,1999,2414 Chestnut Lndg,30360,-84.28347778,33.92522812,2657,2657,sqft,3,3,2657,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-14420745,2419,49352,0,0,Price change,6/25/2021,379000,199,Dunwoody,1985,5249 Winters Chapel Rd,30360,-84.27092743,33.94948196,1900,1900,Acres,3,4,1900,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-2070159365,2420,42728,0,0,Price change,7/8/2021,399900,191,Atlanta,1969,6930 Lockridge Dr,30360,-84.26806641,33.9515419,2097,2097,Acres,2,4,2097,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30360-14794583,2421,42728,0,0,Listed for sale,7/8/2021,575000,178,Doraville,1988,6800 Chapel Glen Ct,30360,-84.27008057,33.95911407,3234,3234,Acres,4,4,3234,1,5,1,Two,1,0,0,0,SINGLE_FAMILY,Gwinnett County
30360-2075111821,2422,49352,0,0,Price change,6/23/2021,499900,184,Atlanta,1969,2587 W Fontainebleau Ct,30360,-84.28166962,33.95297623,2718,2718,Acres,3,4,2718,1,2,1,Multi/Split,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-123558531,2423,49352,0,0,Price change,7/2/2021,839900,173,Dunwoody,2013,5353 Whitney Lndg,30360,-84.27753448,33.95676422,4857,4857,Acres,5,5,4857,1,3,1,Two,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-14420871,2424,49352,0,0,Price change,7/2/2021,520000,311,Dunwoody,1965,2661 Fleur De Lis Pl,30360,-84.27913666,33.94947052,1674,1674,Acres,4,3,1674,1,2,1,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-2070530379,2425,17797,0,0,Listed for sale,5/27/2021,537049,234,Atlanta,2021,4235 Hickory Pine Aly #104,30360,-84.28783417,33.91624832,2295,2295,sqft,4,4,2295,1,2,1,Three Or More,0,0,1,0,TOWNHOUSE,Dekalb County
30360-14420866,2426,49352,0,0,Price change,7/8/2021,415000,236,Dunwoody,1966,2697 Fleur De Lis Pl,30360,-84.27793884,33.95039368,1762,1762,Acres,3,3,1762,1,2,1,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-14794346,2427,42728,0,0,Listed for sale,6/15/2021,575000,145,Doraville,1999,3892 Miller Ct,30360,-84.26854706,33.95699692,3955,3955,Acres,3,4,3955,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Gwinnett County
30360-54448975,2428,49352,0,0,Price change,6/10/2021,423000,249,Dunwoody,1999,2942 Winter Rose Ct,30360,-84.26689911,33.93470764,1700,1700,sqft,3,3,1700,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Dekalb County
30360-2075629989,2429,17797,0,0,Price change,5/15/2021,550364,218,Atlanta,2021,2515 Great Silver Fir Aly #120,30360,-84.28798676,33.91665268,2524,2524,sqft,4,4,2524,1,2,1,Three Or More,0,0,1,0,TOWNHOUSE,Dekalb County
30360-2075630195,2430,17797,0,0,Price change,6/3/2021,532343,211,Atlanta,2021,2511 Great Silver Fir Aly #118,30360,-84.28811646,33.91664886,2524,2524,sqft,4,4,2524,1,2,1,Three Or More,0,0,1,0,TOWNHOUSE,Dekalb County
30360-2075630194,2431,17797,0,0,Price change,6/14/2021,533264,211,Atlanta,2021,2513 Great Silver Fir Aly #119,30360,-84.28804779,33.91665268,2524,2524,sqft,4,4,2524,1,2,1,Three Or More,0,0,1,0,TOWNHOUSE,Dekalb County
30360-2075631276,2432,17797,0,0,Price change,6/3/2021,537112,213,Atlanta,2021,2509 Great Silver Fir Aly #117,30360,-84.28817749,33.91664886,2524,2524,sqft,4,4,2524,1,2,1,Three Or More,0,0,1,0,TOWNHOUSE,Dekalb County
30477-2069651354,2433,7733,0,0,Listed for sale,7/9/2021,35000,0,Wadley,1950,1108 Young St,30477,-82.39649963,32.88425446,0,0,Acres,1,3,0,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Jefferson County
30477-2077734603,2434,7733,0,0,Listing removed,7/10/2021,6500,0,Wadley,0,0 Sneed St,30477,-82.39879608,32.86351395,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Jefferson County
30477-2076490980,2435,7733,0,0,Price change,4/20/2021,69800,0,Wadley,0,0 S Us Highway 1,30477,-82.39341736,32.94623947,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Jefferson County
30477-110797065,2436,7733,0,0,Listed for sale,3/10/2021,695000,138,Wadley,1851,6694 Old Us Highway 1,30477,-82.40919495,32.88412857,5028,5028,Acres,7,6,5028,0,0,0,0,0,1,0,0,SINGLE_FAMILY,Jefferson County
30034-14437158,2565,44879,0,0,Listed for sale,7/13/2021,145000,98,Decatur,1963,2933 Port Royal Ln,30034,-84.28900909,33.70049286,1483,1483,Acres,2,3,1483,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
30032-14454360,2566,44879,0,0,Listed for sale,7/13/2021,375000,225,Decatur,1950,2396 Lynn Iris Dr,30032,-84.29206085,33.73826981,1664,1664,Acres,3,3,1664,0,0,0,One,0,1,0,0,SINGLE_FAMILY,Dekalb County
30032-14448719,2567,44879,0,0,Listed for sale,7/12/2021,369900,211,Decatur,1953,2765 Wedgewood Ter,30032,-84.27713013,33.72867966,1755,1755,Acres,2,4,1755,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
30032-14459165,2568,44879,0,0,Listed for sale,7/12/2021,302999,267,Decatur,1952,1731 Thomas Ter,30032,-84.25951385,33.74059677,1134,1134,Acres,2,3,1134,0,0,1,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
30294-70832006,2569,51882,0,0,Listed for sale,7/12/2021,29900,0,Ellenwood,0,3625 Talonega Trl,30294,-84.29386902,33.67311096,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Dekalb County
30034-70838654,2570,44879,0,0,Listed for sale,7/12/2021,235000,133,Decatur,2004,3063 Dogwood Ave,30034,-84.26603699,33.67483139,1761,1761,sqft,3,4,1761,1,2,1,One and One Half,0,0,0,0,SINGLE_FAMILY,Dekalb County
30032-14458330,2571,44879,0,0,Listed for sale,7/10/2021,309900,205,Decatur,1936,3426 Glenwood Rd,30032,-84.27803802,33.73878098,1512,1512,Acres,2,4,1512,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Dekalb County
30032-14443263,2572,44879,0,0,Listed for sale,7/10/2021,314999,162,Decatur,1964,3509 Finesse Dr,30032,-84.24633789,33.72221375,1939,1939,Acres,2,3,1939,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
30034-14436913,2573,44879,0,0,Listed for sale,7/9/2021,350000,81,Decatur,1962,3323 Flat Shoals Rd,30034,-84.27922058,33.7048378,4300,4300,Acres,3,8,4300,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Dekalb County
30034-14429193,2574,44879,0,0,Listed for sale,7/9/2021,229900,120,Decatur,1996,3058 N Oak Ct,30034,-84.26412964,33.68218613,1918,1918,Acres,3,4,1918,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Dekalb County
30034-14431905,2575,44879,0,0,Listed for sale,7/9/2021,25000,0,Decatur,0,4212 Flat Shoals Pkwy,30034,-84.2525177,33.68810654,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Dekalb County
30032-14448555,2576,44879,0,0,Listed for sale,7/9/2021,299900,221,Decatur,1955,2769 Tilson Rd,30032,-84.28295898,33.72899628,1360,1360,Acres,2,3,1360,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
30034-14440689,2577,44879,0,0,Listed for sale,7/9/2021,249000,149,Decatur,1993,3176 Marcello Ct,30034,-84.25959015,33.70742416,1672,1672,Acres,4,4,1672,1,2,1,Two,1,1,0,0,SINGLE_FAMILY,Dekalb County
30032-14453159,2578,44879,0,0,Listing removed,11/4/2020,1800,0,Decatur,1951,1841 Ridgeland Dr,30032,-84.26545715,33.73744965,1305,1305,Acres,2,3,1305,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Dekalb County
